cota;area_ha;volume_hm3
518,90;1,9676163347764e+01;3,1340390229587e-01
518,91;1,9740322540128e+01;3,1537427225858e-01
518,92;1,9803592594375e+01;3,1735033229172e-01
518,93;1,9866512548313e+01;3,1933357906281e-01
518,94;1,9929993352253e+01;3,2132229846711e-01
518,95;1,9993637346404e+01;3,2331923640841e-01
518,96;2,0056749282663e+01;3,2532092530171e-01
518,97;2,0119837321752e+01;3,2732932533591e-01
518,98;2,0183366437040e+01;3,2934420675908e-01
518,99;2,0247461618302e+01;3,3136481934346e-01
519,00;2,0311946970450e+01;3,3339321612587e-01
519,01;2,0377231058302e+01;3,3542701068224e-01
519,02;2,0444323575483e+01;3,3746700439820e-01
519,03;2,0512107893001e+01;3,3951406075719e-01
519,04;2,0579500751404e+01;3,4156943179558e-01
519,05;2,0647082354566e+01;3,4362981398066e-01
519,06;2,0715717191693e+01;3,4569793458516e-01
519,07;2,0787924364183e+01;3,4777182252394e-01
519,08;2,0863767741572e+01;3,4985471296430e-01
519,09;2,0939462040841e+01;3,5194456400816e-01
519,10;2,1015371928297e+01;3,5404226904212e-01
519,11;2,1088960320322e+01;3,5614702060267e-01
519,12;2,1160786902571e+01;3,5825909525946e-01
519,13;2,1233009435890e+01;3,6037901567088e-01
519,14;2,1305279808802e+01;3,6250516857301e-01
519,15;2,1378641469820e+01;3,6463895191995e-01
519,16;2,1454770340584e+01;3,6678075385635e-01
519,17;2,1535514510532e+01;3,6893002379876e-01
519,18;2,1617415513471e+01;3,7108698360979e-01
519,19;2,1699596749696e+01;3,7325196369991e-01
519,20;2,1781030461999e+01;3,7542682629765e-01
519,21;2,1863386369406e+01;3,7760898012132e-01
519,22;2,1943789194115e+01;3,7979905817612e-01
519,23;2,2023099276763e+01;3,8199713320921e-01
519,24;2,2102141138693e+01;3,8420212586192e-01
519,25;2,2181702103957e+01;3,8641634091206e-01
519,26;2,2263660715648e+01;3,8863910582573e-01
519,27;2,2349092984290e+01;3,9087019163837e-01
519,28;2,2439174699606e+01;3,9310968284692e-01
519,29;2,2530409960261e+01;3,9535745830507e-01
519,30;2,2620546281353e+01;3,9761516400773e-01
519,31;2,2712191035274e+01;3,9988021382091e-01
519,32;2,2803838627604e+01;4,0215519011372e-01
519,33;2,2895614829261e+01;4,0443955596330e-01
519,34;2,2987699141862e+01;4,0673352450289e-01
519,35;2,3081940548340e+01;4,0903696709516e-01
519,36;2,3185718407854e+01;4,1135011896667e-01
519,37;2,3284893847050e+01;4,1367334206512e-01
519,38;2,3378568738454e+01;4,1600601886949e-01
519,39;2,3471166268570e+01;4,1834828631285e-01
519,40;2,3561052330198e+01;4,2070149190889e-01
519,41;2,3650188687934e+01;4,2306089242026e-01
519,42;2,3740091844301e+01;4,2542886497678e-01
519,43;2,3832331788848e+01;4,2780642838233e-01
519,44;2,3921610813603e+01;4,3019368585980e-01
519,45;2,4008990577906e+01;4,3259097612765e-01
519,46;2,4095381567489e+01;4,3499634765951e-01
519,47;2,4181588557773e+01;4,3740969094115e-01
519,48;2,4268148125293e+01;4,3983081019689e-01
519,49;2,4355534252071e+01;4,4226099413299e-01
519,50;2,4446103800502e+01;4,4470078670839e-01
519,51;2,4536734357078e+01;4,4715013825980e-01
519,52;2,4632654010820e+01;4,4960839555369e-01
519,53;2,4734779427562e+01;4,5207633798767e-01
519,54;2,4837894934183e+01;4,5455473863198e-01
519,55;2,4937874120834e+01;4,5704255930678e-01
519,56;2,5036695123664e+01;4,5954165483844e-01
519,57;2,5137307758191e+01;4,6205026985926e-01
519,58;2,5245747131808e+01;4,6456780933071e-01
519,59;2,5348558903336e+01;4,6709680086153e-01
519,60;2,5446716198781e+01;4,6963501789451e-01
519,61;2,5541246731418e+01;4,7218324493022e-01
519,62;2,5633732278942e+01;4,7474254268112e-01
519,63;2,5725118228126e+01;4,7731081718140e-01
519,64;2,5817083971619e+01;4,7988790964457e-01
519,65;2,5910460019492e+01;4,8247390691195e-01
519,66;2,6006808837961e+01;4,8506835542212e-01
519,67;2,6106018129400e+01;4,8767436628126e-01
519,68;2,6204857675940e+01;4,9028904640713e-01
519,69;2,6304967856704e+01;4,9291312713734e-01
519,70;2,6402966310450e+01;4,9554709819197e-01
519,71;2,6503203124298e+01;4,9819181294521e-01
519,72;2,6601035853065e+01;5,0084638057225e-01
519,73;2,6699378896406e+01;5,0351127812182e-01
519,74;2,6801259276177e+01;5,0618608684670e-01
519,75;2,6903006253234e+01;5,0887106502659e-01
519,76;2,7005401418298e+01;5,1156576583192e-01
519,77;2,7109068002013e+01;5,1427044908676e-01
519,78;2,7213694094152e+01;5,1698680928086e-01
519,79;2,7322533141935e+01;5,1971240877778e-01
519,80;2,7432027447005e+01;5,2244939454192e-01
519,81;2,7544120274741e+01;5,2519734049058e-01
519,82;2,7650018700126e+01;5,2795773992260e-01
519,83;2,7754324420351e+01;5,3072639388023e-01
519,84;2,7858083525159e+01;5,3350735099606e-01
519,85;2,7963703305547e+01;5,3629786661715e-01
519,86;2,8072106541030e+01;5,3909908642316e-01
519,87;2,8185426741811e+01;5,4191112562595e-01
519,88;2,8302830845459e+01;5,4473509073444e-01
519,89;2,8425381465471e+01;5,4757005655259e-01
519,90;2,8557535779206e+01;5,5041775922127e-01
519,91;2,8689264672385e+01;5,5327936610547e-01
519,92;2,8823904531389e+01;5,5615507935901e-01
519,93;2,8939087562252e+01;5,5904397048649e-01
519,94;2,9048165954424e+01;5,6194358195074e-01
519,95;2,9153937588014e+01;5,6485346486249e-01
519,96;2,9256728958599e+01;5,6777297718818e-01
519,97;2,9355742795576e+01;5,7070248840069e-01
519,98;2,9451337254188e+01;5,7364179683705e-01
519,99;2,9546803276029e+01;5,7659069712638e-01
520,00;2,9642647016369e+01;5,7954803662052e-01
520,01;2,9737712105547e+01;5,8251681244832e-01
520,02;2,9831233683952e+01;5,8549463312636e-01
520,03;2,9924019125877e+01;5,8848172384071e-01
520,04;3,0016028350103e+01;5,9147711789960e-01
520,05;3,0107220702367e+01;5,9448296564498e-01
520,06;3,0198552339807e+01;5,9749893090430e-01
520,07;3,0289939174649e+01;6,0052272902822e-01
520,08;3,0380198100212e+01;6,0355578366603e-01
520,09;3,0470071128682e+01;6,0659629002144e-01
520,10;3,0560346702366e+01;6,0964716046725e-01
520,11;3,0652543729772e+01;6,1270811325448e-01
520,12;3,0744595984762e+01;6,1577799160564e-01
520,13;3,0836191945707e+01;6,1885606326130e-01
520,14;3,0928155588059e+01;6,2194430752880e-01
520,15;3,1021690472929e+01;6,2504089896249e-01
520,16;3,1115320712076e+01;6,2814714638737e-01
520,17;3,1207629258284e+01;6,3126353876554e-01
520,18;3,1300386273247e+01;6,3438796237493e-01
520,19;3,1394565818448e+01;6,3752254707282e-01
520,20;3,1491517553490e+01;6,4066642301429e-01
520,21;3,1590385548284e+01;6,4381901236099e-01
520,22;3,1693393135651e+01;6,4698275168807e-01
520,23;3,1797848566241e+01;6,5015602989347e-01
520,24;3,1903295614022e+01;6,5333890977550e-01
520,25;3,2010007002107e+01;6,5653520104689e-01
520,26;3,2121737117792e+01;6,5974149745360e-01
520,27;3,2242047386409e+01;6,6295785738341e-01
520,28;3,2361072171311e+01;6,6618879209804e-01
520,29;3,2481013816326e+01;6,6943015708670e-01
520,30;3,2604085333593e+01;6,7268345011259e-01
520,31;3,2724601575230e+01;6,7594889522582e-01
520,32;3,2842837204654e+01;6,7922785270622e-01
520,33;3,2962967714724e+01;6,8251634001641e-01
520,34;3,3082916715371e+01;6,8581886216762e-01
520,35;3,3201979925181e+01;6,8913282123290e-01
520,36;3,3320642111476e+01;6,9245803883359e-01
520,37;3,3439210003459e+01;6,9579545376770e-01
520,38;3,3557377449651e+01;6,9914362755798e-01
520,39;3,3677864319610e+01;7,0250319550165e-01
520,40;3,3795144107271e+01;7,0587654379279e-01
520,41;3,3913699527279e+01;7,0926031117049e-01
520,42;3,4034918317520e+01;7,1265777823861e-01
520,43;3,4156589430727e+01;7,1606701283973e-01
520,44;3,4279341698956e+01;7,1948891859881e-01
520,45;3,4406744087592e+01;7,2292142809492e-01
520,46;3,4537418306167e+01;7,2636843798615e-01
520,47;3,4672263210668e+01;7,2982794981198e-01
520,48;3,4811077311139e+01;7,3329983519249e-01
520,49;3,4955099408366e+01;7,3678710043755e-01
520,50;3,5098857538752e+01;7,4028941423798e-01
520,51;3,5239202147125e+01;7,4380481616311e-01
520,52;3,5378856551403e+01;7,4733590869620e-01
520,53;3,5513537758401e+01;7,5088005281430e-01
520,54;3,5643782884027e+01;7,5443834300831e-01
520,55;3,5771449349708e+01;7,5800991569834e-01
520,56;3,5896756160717e+01;7,6159225038573e-01
520,57;3,6020867236478e+01;7,6518667457487e-01
520,58;3,6146485333579e+01;7,6879360333471e-01
520,59;3,6272696036432e+01;7,7241353937523e-01
520,60;3,6403154755569e+01;7,7604799500815e-01
520,61;3,6531760758169e+01;7,7969408101745e-01
520,62;3,6660399887504e+01;7,8335333426002e-01
520,63;3,6788219695276e+01;7,8702474824537e-01
520,64;3,6918331613235e+01;7,9070885076071e-01
520,65;3,7045055529034e+01;7,9440671830028e-01
520,66;3,7169240978619e+01;7,9811697780122e-01
520,67;3,7291708974426e+01;8,0183996591550e-01
520,68;3,7412385868341e+01;8,0557564977815e-01
520,69;3,7530811260272e+01;8,0932214685160e-01
520,70;3,7648150069280e+01;8,1307902109514e-01
520,71;3,7764716928149e+01;8,1684902157315e-01
520,72;3,7881675159947e+01;8,2063022496050e-01
520,73;3,7999378657572e+01;8,2442391364398e-01
520,74;3,8118845956319e+01;8,2822867274828e-01
520,75;3,8240198252002e+01;8,3204590350906e-01
520,76;3,8356632692116e+01;8,3587377907563e-01
520,77;3,8472793107142e+01;8,3971417578366e-01
520,78;3,8588782554666e+01;8,4356664143959e-01
520,79;3,8706055014715e+01;8,4743008459330e-01
520,80;3,8822311567862e+01;8,5130541174685e-01
520,81;3,8938943258556e+01;8,5519386451299e-01
520,82;3,9056472822481e+01;8,5909264089783e-01
520,83;3,9176287332996e+01;8,6300286018331e-01
520,84;3,9296727910555e+01;8,6692474932046e-01
520,85;3,9417871603979e+01;8,7085919116767e-01
520,86;3,9539099197644e+01;8,7480615381578e-01
520,87;3,9663453251089e+01;8,7876658292053e-01
520,88;3,9789929239068e+01;8,8273837948578e-01
520,89;3,9916930325102e+01;8,8672248251902e-01
520,90;4,0041150298421e+01;8,9072102581717e-01
520,91;4,0161272242970e+01;8,9473095793139e-01
520,92;4,0278863629863e+01;8,9875274544907e-01
520,93;4,0394963152180e+01;9,0278427429740e-01
520,94;4,0512231502404e+01;9,0683018684334e-01
520,95;4,0631927822865e+01;9,1088779915361e-01
520,96;4,0752588560245e+01;9,1495460489561e-01
520,97;4,0874217301972e+01;9,1903609515390e-01
520,98;4,0996065052549e+01;9,2313022351649e-01
520,99;4,1116457615290e+01;9,2723462763518e-01
521,00;4,1234870507423e+01;9,3135076592640e-01
521,01;4,1353010850331e+01;9,3547946042103e-01
521,02;4,1471637563328e+01;9,3962044249202e-01
521,03;4,1590381098797e+01;9,4377184709817e-01
521,04;4,1710161822943e+01;9,4793757026616e-01
521,05;4,1830437801547e+01;9,5211339390984e-01
521,06;4,1949162034923e+01;9,5630242336434e-01
521,07;4,2069082238055e+01;9,6050281288947e-01
521,08;4,2191745454449e+01;9,6471370277424e-01
521,09;4,2313538143793e+01;9,6893910861204e-01
521,10;4,2436017301975e+01;9,7317594167071e-01
521,11;4,2560860733343e+01;9,7742556224829e-01
521,12;4,2687259828066e+01;9,8168531268060e-01
521,13;4,2813840518858e+01;9,8596000752167e-01
521,14;4,2942304244958e+01;9,9024697951983e-01
521,15;4,3070328975735e+01;9,9454697759280e-01
521,16;4,3199046830524e+01;9,9885783782577e-01
521,17;4,3330350217854e+01;1,0031831290176e+00
521,18;4,3464336441347e+01;1,0075232768979e+00
521,19;4,3599022588238e+01;1,0118783478778e+00
521,20;4,3734641488992e+01;1,0162445244667e+00
521,21;4,3870936376882e+01;1,0206244222116e+00
521,22;4,4008321038782e+01;1,0250176148593e+00
521,23;4,4139423456410e+01;1,0294242848828e+00
521,24;4,4264555640324e+01;1,0338455589328e+00
521,25;4,4387391370648e+01;1,0382781532080e+00
521,26;4,4509483492525e+01;1,0427208925561e+00
521,27;4,4632447193241e+01;1,0471764471628e+00
521,28;4,4754492562751e+01;1,0516448874571e+00
521,29;4,4876710944510e+01;1,0561262456163e+00
521,30;4,5000225807838e+01;1,0606197858192e+00
521,31;4,5122768273420e+01;1,0651254039044e+00
521,32;4,5244752368779e+01;1,0696436771007e+00
521,33;4,5366427229391e+01;1,0741726424918e+00
521,34;4,5487284520885e+01;1,0787157372356e+00
521,35;4,5609282568551e+01;1,0832708817831e+00
521,36;4,5732983901134e+01;1,0878372332924e+00
521,37;4,5860053936926e+01;1,0924170292120e+00
521,38;4,5987403413825e+01;1,0970099202691e+00
521,39;4,6118232672442e+01;1,1016144040094e+00
521,40;4,6248283481212e+01;1,1062333101057e+00
521,41;4,6378626450499e+01;1,1108647030656e+00
521,42;4,6511326900124e+01;1,1155095942305e+00
521,43;4,6644925927337e+01;1,1201677121682e+00
521,44;4,6780858585837e+01;1,1248376709278e+00
521,45;4,6921809055956e+01;1,1295211422202e+00
521,46;4,7066667326510e+01;1,1342201421284e+00
521,47;4,7214138614683e+01;1,1389340047421e+00
521,48;4,7366410203640e+01;1,1436610088821e+00
521,49;4,7518792551365e+01;1,1484032293966e+00
521,50;4,7676237858373e+01;1,1531611494630e+00
521,51;4,7837427807307e+01;1,1579353405509e+00
521,52;4,8002504579875e+01;1,1627261085248e+00
521,53;4,8168300191370e+01;1,1675345343690e+00
521,54;4,8334547487116e+01;1,1723609271850e+00
521,55;4,8506584330249e+01;1,1772014678101e+00
521,56;4,8683013416017e+01;1,1820609901219e+00
521,57;4,8860461555390e+01;1,1869379259246e+00
521,58;4,9039659162228e+01;1,1918309497153e+00
521,59;4,9225869164180e+01;1,1967428437714e+00
521,60;4,9420250305146e+01;1,2016749676633e+00
521,61;4,9612377006223e+01;1,2066256304518e+00
521,62;4,9803863388547e+01;1,2115958541465e+00
521,63;4,9984730929936e+01;1,2165839832085e+00
521,64;5,0159900221168e+01;1,2215897816564e+00
521,65;5,0333911865600e+01;1,2266155060935e+00
521,66;5,0505253149305e+01;1,2316570807451e+00
521,67;5,0676782897287e+01;1,2367163827302e+00
521,68;5,0848130107773e+01;1,2417926524329e+00
521,69;5,1017051632974e+01;1,2468856135571e+00
521,70;5,1184457918090e+01;1,2519965659359e+00
521,71;5,1354345591086e+01;1,2571232129241e+00
521,72;5,1522425530683e+01;1,2622659258152e+00
521,73;5,1687567931519e+01;1,2674259091955e+00
521,74;5,1854786493350e+01;1,2726032006629e+00
521,75;5,2029269168000e+01;1,2777955346303e+00
521,76;5,2208349708926e+01;1,2830078518204e+00
521,77;5,2389594951172e+01;1,2882357269168e+00
521,78;5,2574968651586e+01;1,2934827246394e+00
521,79;5,2757589342072e+01;1,2987490793374e+00
521,80;5,2942180617500e+01;1,3040332232050e+00
521,81;5,3136268647167e+01;1,3093362148406e+00
521,82;5,3333276672565e+01;1,3146582305794e+00
521,83;5,3533740209934e+01;1,3200018348476e+00
521,84;5,3739146203907e+01;1,3253656713328e+00
521,85;5,3942316694767e+01;1,3307493333313e+00
521,86;5,4147889654498e+01;1,3361529641826e+00
521,87;5,4362035654823e+01;1,3415774316203e+00
521,88;5,4575706765741e+01;1,3470233240304e+00
521,89;5,4782979757645e+01;1,3524894324939e+00
521,90;5,4992402935309e+01;1,3579768642080e+00
521,91;5,5207161840242e+01;1,3634865346229e+00
521,92;5,5428626273542e+01;1,3690186124975e+00
521,93;5,5653102645636e+01;1,3745724834493e+00
521,94;5,5874536644408e+01;1,3801477117627e+00
521,95;5,6102352295065e+01;1,3857469010969e+00
521,96;5,6336739817924e+01;1,3913677107650e+00
521,97;5,6573662546317e+01;1,3970123019510e+00
521,98;5,6815569243663e+01;1,4026816220373e+00
521,99;5,7054995307638e+01;1,4083740061453e+00
522,00;5,7299379652804e+01;1,4140920386169e+00
522,01;5,7539778656241e+01;1,4198343159856e+00
522,02;5,7776101059177e+01;1,4256001748173e+00
522,03;5,8012195749118e+01;1,4313892716165e+00
522,04;5,8252578109840e+01;1,4372025698228e+00
522,05;5,8492619791107e+01;1,4430396749452e+00
522,06;5,8730161098582e+01;1,4488998978211e+00
522,07;5,8968204113926e+01;1,4547844336827e+00
522,08;5,9209484147201e+01;1,4606927142354e+00
522,09;5,9452517092012e+01;1,4666264330794e+00
522,10;5,9694143175733e+01;1,4725844675888e+00
522,11;5,9932057567510e+01;1,4785638859895e+00
522,12;6,0169709614346e+01;1,4845684717922e+00
522,13;6,0407003520125e+01;1,4905963898944e+00
522,14;6,0645386720776e+01;1,4966490135632e+00
522,15;6,0879319923047e+01;1,5027254745172e+00
522,16;6,1111881721888e+01;1,5088242013540e+00
522,17;6,1346563885859e+01;1,5149467851396e+00
522,18;6,1584018673977e+01;1,5210932398573e+00
522,19;6,1823634179675e+01;1,5272639341767e+00
522,20;6,2073076231293e+01;1,5334585186349e+00
522,21;6,2314720637781e+01;1,5396753596284e+00
522,22;6,2556448317445e+01;1,5459182319928e+00
522,23;6,2801106320869e+01;1,5521835241768e+00
522,24;6,3047804576153e+01;1,5584768055806e+00
522,25;6,3296678288706e+01;1,5647937281714e+00
522,26;6,3548515698982e+01;1,5711364483490e+00
522,27;6,3806068702017e+01;1,5775029036055e+00
522,28;6,4084560463728e+01;1,5838961150081e+00
522,29;6,4371982247798e+01;1,5903186139911e+00
522,30;6,4662371609295e+01;1,5967692669995e+00
522,31;6,4945835383255e+01;1,6032501060396e+00
522,32;6,5222600314697e+01;1,6097579272483e+00
522,33;6,5490328098978e+01;1,6162924012991e+00
522,34;6,5759998701970e+01;1,6228542015416e+00
522,35;6,6028337500514e+01;1,6294425887281e+00
522,36;6,6295141389675e+01;1,6360591805702e+00
522,37;6,6567357630478e+01;1,6427026228955e+00
522,38;6,6838969343244e+01;1,6493721521488e+00
522,39;6,7109003939787e+01;1,6560679568177e+00
522,40;6,7383770005537e+01;1,6627917285235e+00
522,41;6,7657762831571e+01;1,6695423706496e+00
522,42;6,7932328147216e+01;1,6763212360739e+00
522,43;6,8215232136191e+01;1,6831264352547e+00
522,44;6,8503071811971e+01;1,6899607066691e+00
522,45;6,8790610016024e+01;1,6968233914429e+00
522,46;6,9077337524891e+01;1,7037157916643e+00
522,47;6,9365407073850e+01;1,7106381775132e+00
522,48;6,9656073214828e+01;1,7175900654585e+00
522,49;6,9944622798747e+01;1,7245709020779e+00
522,50;7,0239123629305e+01;1,7315785922515e+00
522,51;7,0530439330939e+01;1,7386164527413e+00
522,52;7,0818161901686e+01;1,7456833076788e+00
522,53;7,1106615791325e+01;1,7527781894431e+00
522,54;7,1393747657992e+01;1,7599031365775e+00
522,55;7,1677796527840e+01;1,7670564073059e+00
522,56;7,1959451844212e+01;1,7742387753820e+00
522,57;7,2242290314199e+01;1,7814478769072e+00
522,58;7,2523853239396e+01;1,7886843460167e+00
522,59;7,2805128160153e+01;1,7959506150046e+00
522,60;7,3087333001868e+01;1,8032437986942e+00
522,61;7,3368776644792e+01;1,8105661407211e+00
522,62;7,3649381054341e+01;1,8179151265235e+00
522,63;7,3928439257466e+01;1,8252942252626e+00
522,64;7,4208261348966e+01;1,8327007294787e+00
522,65;7,4488867177023e+01;1,8401347965826e+00
522,66;7,4768776994447e+01;1,8475960462423e+00
522,67;7,5047455808701e+01;1,8550842923155e+00
522,68;7,5325804879165e+01;1,8626007879919e+00
522,69;7,5604526834083e+01;1,8701470675375e+00
522,70;7,5891020690547e+01;1,8777205072472e+00
522,71;7,6180672892445e+01;1,8853242482455e+00
522,72;7,6471539725558e+01;1,8929554325700e+00
522,73;7,6758505617974e+01;1,9006160442725e+00
522,74;7,7048423622732e+01;1,9083055483163e+00
522,75;7,7344072697763e+01;1,9160239645970e+00
522,76;7,7633611342635e+01;1,9237718556103e+00
522,77;7,7917667828072e+01;1,9315482084319e+00
522,78;7,8200338703291e+01;1,9393554914550e+00
522,79;7,8483766224924e+01;1,9471889609210e+00
522,80;7,8769970201229e+01;1,9550516401535e+00
522,81;7,9056059173697e+01;1,9629431611748e+00
522,82;7,9344552244114e+01;1,9708639510086e+00
522,83;7,9630022476027e+01;1,9788124847337e+00
522,84;7,9911776387943e+01;1,9867890707086e+00
522,85;8,0195157216090e+01;1,9947913939134e+00
522,86;8,0481332412558e+01;2,0028254236529e+00
522,87;8,0774405315148e+01;2,0108877760203e+00
522,88;8,1075657504736e+01;2,0189797796889e+00
522,89;8,1395662108400e+01;2,0271038990455e+00
522,90;8,1707510627698e+01;2,0352577609021e+00
522,91;8,2021961253355e+01;2,0434436345920e+00
522,92;8,2334775937202e+01;2,0516609196771e+00
522,93;8,2652470949757e+01;2,0599109384652e+00
522,94;8,2988152851872e+01;2,0681924958806e+00
522,95;8,3333299080737e+01;2,0765070957192e+00
522,96;8,3681895219050e+01;2,0848571657669e+00
522,97;8,4039380688832e+01;2,0932400570163e+00
522,98;8,4406342607526e+01;2,1016601579012e+00
522,99;8,4788024729776e+01;2,1101184902521e+00
523,00;8,5171631545471e+01;2,1186160004372e+00
523,01;8,5567657661201e+01;2,1271536742478e+00
523,02;8,5968953450713e+01;2,1357307888525e+00
523,03;8,6375477284648e+01;2,1443462283173e+00
523,04;8,6802854964998e+01;2,1530049724739e+00
523,05;8,7268613063399e+01;2,1617076140925e+00
523,06;8,7732531067339e+01;2,1704576892831e+00
523,07;8,8204903485755e+01;2,1792530615103e+00
523,08;8,8663797752947e+01;2,1880966388466e+00
523,09;8,9118150220723e+01;2,1969866577124e+00
523,10;8,9573055037202e+01;2,2059187934776e+00
523,11;9,0029966088163e+01;2,2148982646010e+00
523,12;9,0475669255595e+01;2,2239215440657e+00
523,13;9,0911282294724e+01;2,2329877723790e+00
523,14;9,1333894829058e+01;2,2421000722452e+00
523,15;9,1749256176727e+01;2,2512527829046e+00
523,16;9,2169315128628e+01;2,2604474442542e+00
523,17;9,2598070002006e+01;2,2696848524031e+00
523,18;9,3022181014861e+01;2,2789649239294e+00
523,19;9,3432277372597e+01;2,2882890109680e+00
523,20;9,3840766217426e+01;2,2976530128637e+00
523,21;9,4246736197042e+01;2,3070552797743e+00
523,22;9,4646025198546e+01;2,3165002754994e+00
523,23;9,5052090241254e+01;2,3259838717815e+00
523,24;9,5464056088560e+01;2,3355083861691e+00
523,25;9,5874848262212e+01;2,3450754424287e+00
523,26;9,6289263576162e+01;2,3546814062870e+00
523,27;9,6716971170492e+01;2,3643307674942e+00
523,28;9,7137759151754e+01;2,3740213316760e+00
523,29;9,7564453369243e+01;2,3837570859323e+00
523,30;9,7999250652453e+01;2,3935326280475e+00
523,31;9,8436983012356e+01;2,4033523279596e+00
523,32;9,8869501440065e+01;2,4132151921160e+00
523,33;9,9283262433841e+01;2,4231223456907e+00
523,34;9,9689743380582e+01;2,4330691240391e+00
523,35;1,0009739687731e+02;2,4430591006462e+00
523,36;1,0049958471292e+02;2,4530874874093e+00
523,37;1,0090962186670e+02;2,4631550782631e+00
523,38;1,0131364384464e+02;2,4732645378676e+00
523,39;1,0171813513527e+02;2,4834128840544e+00
523,40;1,0212418168623e+02;2,4936030781376e+00
523,41;1,0253999611649e+02;2,5038375411372e+00
523,42;1,0297070084615e+02;2,5141113483847e+00
523,43;1,0340782072924e+02;2,5244302454516e+00
523,44;1,0384806324962e+02;2,5347920688086e+00
523,45;1,0428981714256e+02;2,5451999780685e+00
523,46;1,0474293899366e+02;2,5556504014182e+00
523,47;1,0521628514988e+02;2,5661480687550e+00
523,48;1,0569039235156e+02;2,5766931554711e+00
523,49;1,0618047332018e+02;2,5872858086437e+00
523,50;1,0669369264983e+02;2,5979274605888e+00
523,51;1,0716641967972e+02;2,6086197322840e+00
523,52;1,0762930031822e+02;2,6193588259178e+00
523,53;1,0809932543357e+02;2,6301458804608e+00
523,54;1,0855922250004e+02;2,6409757052129e+00
523,55;1,0901598462537e+02;2,6518538824156e+00
523,56;1,0947816384235e+02;2,6627778457339e+00
523,57;1,0994817062490e+02;2,6737490956338e+00
523,58;1,1041433760549e+02;2,6847675574452e+00
523,59;1,1087845088801e+02;2,6958318220166e+00
523,60;1,1134119781870e+02;2,7069427178149e+00
523,61;1,1180029770889e+02;2,7180990915102e+00
523,62;1,1226592666276e+02;2,7292999365108e+00
523,63;1,1273033480804e+02;2,7405500764154e+00
523,64;1,1319039835801e+02;2,7518464408849e+00
523,65;1,1365423069500e+02;2,7631895494282e+00
523,66;1,1411943340144e+02;2,7745755282078e+00
523,67;1,1459314176038e+02;2,7860102921036e+00
523,68;1,1506982972850e+02;2,7974905985446e+00
523,69;1,1555624524896e+02;2,8090206989858e+00
523,70;1,1605586191913e+02;2,8205998879358e+00
523,71;1,1656520636825e+02;2,8322287223134e+00
523,72;1,1708507490380e+02;2,8439116355709e+00
523,73;1,1761887341009e+02;2,8556441393858e+00
523,74;1,1814654193570e+02;2,8674309714231e+00
523,75;1,1869172515201e+02;2,8792708952423e+00
523,76;1,1923455122778e+02;2,8911682706739e+00
523,77;1,1978925919077e+02;2,9031192015686e+00
523,78;1,2034236835100e+02;2,9151226413532e+00
523,79;1,2090547580968e+02;2,9271825123681e+00
523,80;1,2148180921249e+02;2,9393000884608e+00
523,81;1,2207656466835e+02;2,9514764598760e+00
523,82;1,2266476952944e+02;2,9637119945800e+00
523,83;1,2326031833321e+02;2,9760069102259e+00
523,84;1,2386077164241e+02;2,9883650540869e+00
523,85;1,2448560295168e+02;3,0007846781627e+00
523,86;1,2512243593444e+02;3,0132633061944e+00
523,87;1,2576804563359e+02;3,0258057951472e+00
523,88;1,2640121571641e+02;3,0384129263692e+00
523,89;1,2702594799748e+02;3,0510827826783e+00
523,90;1,2766202276617e+02;3,0638149124023e+00
523,91;1,2827972548615e+02;3,0766132268886e+00
523,92;1,2889838228043e+02;3,0894714685044e+00
523,93;1,2952944649870e+02;3,1023909891785e+00
523,94;1,3016449222632e+02;3,1153764112647e+00
523,95;1,3080407294106e+02;3,1284239174977e+00
523,96;1,3145078937210e+02;3,1415356914860e+00
523,97;1,3215075711421e+02;3,1547147937000e+00
523,98;1,3289785867753e+02;3,1679672049732e+00
523,99;1,3370205346067e+02;3,1812971785168e+00
524,00;1,3450733574675e+02;3,1947068441652e+00
524,01;1,3532830013993e+02;3,2081972699496e+00
524,02;1,3614749433834e+02;3,2217718792564e+00
524,03;1,3688007162746e+02;3,2354249404547e+00
524,04;1,3758893219602e+02;3,2491472507536e+00
524,05;1,3828580363435e+02;3,2629403833211e+00
524,06;1,3896489737587e+02;3,2768012630261e+00
524,07;1,3965321081177e+02;3,2907312681587e+00
524,08;1,4036255769744e+02;3,3047315186654e+00
524,09;1,4108377425959e+02;3,3188030372168e+00
524,10;1,4180062674180e+02;3,3329467221464e+00
524,11;1,4250488758106e+02;3,3471591695008e+00
524,12;1,4318715137214e+02;3,3614413090155e+00
524,13;1,4386577737570e+02;3,3757927787694e+00
524,14;1,4455517443117e+02;3,3902133987993e+00
524,15;1,4524904329896e+02;3,4047018237854e+00
524,16;1,4597840869858e+02;3,4192627686055e+00
524,17;1,4670984666244e+02;3,4338962220338e+00
524,18;1,4741914017992e+02;3,4486011804199e+00
524,19;1,4813003831720e+02;3,4633791234276e+00
524,20;1,4884298174363e+02;3,4782261279927e+00
524,21;1,4957405150458e+02;3,4931464636562e+00
524,22;1,5030143074784e+02;3,5081405539980e+00
524,23;1,5103300201083e+02;3,5232048579825e+00
524,24;1,5174406620052e+02;3,5383418635691e+00
524,25;1,5246018009755e+02;3,5535525863681e+00
524,26;1,5318089361236e+02;3,5688347520671e+00
